iter	Logloss
115	0.1123996018
116	0.1119371739
117	0.1113369562
118	0.110855891
119	0.1103735829
120	0.1098560835
121	0.1094033396
122	0.1089684424
123	0.1083081831
124	0.1077867494
125	0.1071251228
126	0.1065001956
127	0.1059127758
128	0.1054794013
129	0.1048883374
130	0.1044080833
131	0.1036220283
132	0.1032697321
133	0.1028141473
134	0.102462937
135	0.1020977226
136	0.1015804752
137	0.1011983832
138	0.1006964663
139	0.1003535484
140	0.0998691643
141	0.09926527643
142	0.09885698185
143	0.09842503228
144	0.09802795728
145	0.09740733159
146	0.09705470979
147	0.09675461755
148	0.09628319309
149	0.09590299059
150	0.09557000327
151	0.09522817909
152	0.09482525984
153	0.09447444556
154	0.09414411911
155	0.09375999226
156	0.09352452743
157	0.0931791286
158	0.09284724799
159	0.09254687035
160	0.09214852992
161	0.09167647508
162	0.09134142842
163	0.09092285798
164	0.09048164695
165	0.09023853353
166	0.08998163127
167	0.08968843133
168	0.08940702998
169	0.08909875204
170	0.08873977776
171	0.08842824093
172	0.08811028558
173	0.08783471606
174	0.08733187449
175	0.08703384043
176	0.08648237933
177	0.08617744777
178	0.08589787328
179	0.08549305131
180	0.0851141399
181	0.08484950774
182	0.08447993264
183	0.08422459179
184	0.08386988678
185	0.08358449763
186	0.0834439265
187	0.08309690049
188	0.08281138
189	0.08261564925
190	0.08233913968
191	0.08204180302
192	0.08168149873
193	0.08138323426
194	0.08102950899
195	0.08079814204
196	0.08060149317
197	0.08037679497
198	0.08021104244
199	0.08002031231
200	0.07977717805
201	0.07951499502
202	0.07929682437
203	0.07900284038
204	0.07879780751
205	0.07859856373
206	0.0784067903
207	0.07830170418
208	0.07807994577
209	0.07786674172
210	0.07767684803
211	0.07748245472
212	0.07721755422
213	0.07689723525
214	0.07644164607
215	0.07626031512
216	0.07601911305
217	0.07580780272
218	0.07549241693
219	0.07525716518
220	0.07500922247
221	0.07487483225
222	0.07462283392
223	0.07444646376
224	0.07435216666
225	0.07407003525
226	0.07388449128
227	0.0736500735
228	0.07344566159
229	0.07320248073
230	0.07300936677
231	0.07276197857
232	0.07250328939
233	0.07239773762
234	0.07222578658
235	0.07205074558
236	0.07181761131
237	0.07147157366
238	0.07128616442
239	0.07113059548
240	0.07092795678
241	0.07067939615
242	0.07048949794
243	0.07009516315
244	0.06992643028
245	0.06978467132
246	0.0695908504
247	0.06929235067
248	0.06904863607
249	0.06886847531
250	0.06875565433
251	0.06858533797
252	0.06832236033
253	0.06807109025
254	0.06792746253
255	0.06770436765
256	0.06753683932
257	0.0674260636
258	0.06721522872
259	0.06702752385
260	0.06687076079
261	0.06672517559
262	0.06655654355
263	0.06641205384
264	0.06624148389
265	0.06613250899
266	0.06599247097
267	0.06584087611
268	0.06564511753
269	0.06540382781
270	0.06527735496
271	0.06512092412
272	0.06499786111
273	0.06484128884
274	0.06467317803
275	0.0645027179
276	0.0644262066
277	0.06429221277
278	0.06413042498
279	0.06396237748
280	0.06381074531
281	0.06366173269
282	0.06351637321
283	0.0633744242
284	0.06314551865
285	0.06296429719
286	0.06280940052
287	0.06262799565
288	0.06248700437
289	0.0624193596
290	0.06231072044
291	0.06218107687
292	0.06208198918
293	0.06201429356
294	0.06185123738
295	0.06175931433
296	0.0616135657
297	0.06144447337
298	0.06129413895
299	0.06116481305
300	0.06102272144
301	0.06083480497
302	0.06065942494
303	0.06045584136
304	0.06030743068
305	0.06014609218
306	0.0600611829
307	0.05998391548
308	0.05984873325
309	0.05961927054
310	0.05954397205
311	0.05946950108
312	0.05938529177
313	0.05927787476
314	0.05914080709
315	0.05893035263
316	0.0588223004
317	0.05865747196
318	0.05852462407
319	0.05831268018
320	0.0581977468
321	0.0580690779
322	0.05796099696
323	0.05784842475
324	0.05771987128
325	0.05759546364
326	0.05739315991
327	0.05729958398
328	0.05718911824
329	0.05706781148
330	0.05694608272
331	0.05684199021
332	0.05669180174
333	0.05661341865
334	0.05651499827
335	0.056434201
336	0.05631006634
337	0.05616797138
338	0.05605385273
339	0.05595003761
340	0.05584279218
341	0.05569866233
342	0.05559167007
343	0.05540081055
344	0.05528948321
345	0.05511416137
346	0.0550082077
347	0.05488448876
348	0.05483160594
349	0.05473281293
350	0.05455394605
351	0.05437025477
352	0.05425491964
353	0.05418391314
354	0.05410280599
355	0.05408489566
356	0.0539569594
357	0.05383412591
358	0.05368158564
359	0.05355737854
360	0.05341913255
361	0.05330817682
362	0.05315612268
363	0.05300635366
364	0.05287901492
365	0.05279857635
366	0.05270907613
367	0.05260784672
368	0.05259165878
369	0.05252086964
370	0.05239905253
371	0.05228873678
372	0.05218812237
373	0.05206971999
374	0.052014991
375	0.05194544037
376	0.05180398664
377	0.05162281993
378	0.05143657438
379	0.05136130521
380	0.05124794741
381	0.05111677717
382	0.05106890389
383	0.05096508352
384	0.05089654216
385	0.05084888249
386	0.05075396307
387	0.05068956905
388	0.05060920618
389	0.05047597372
390	0.05042228936
391	0.05027179199
392	0.05014776206
393	0.05007229884
394	0.04989414971
395	0.04977140994
396	0.0496998593
397	0.04961558951
398	0.04954504361
399	0.04949878645
400	0.04944241709
401	0.04938233081
402	0.04928928036
403	0.04918300225
404	0.0490603548
405	0.04898076501
406	0.04884128103
407	0.04868229227
408	0.04859703145
409	0.04849388043
410	0.04842175643
411	0.04832943157
412	0.04820003858
413	0.04810495573
414	0.04796950467
415	0.04792630183
416	0.04784898966
417	0.04781676837
418	0.04772554762
419	0.04761346028
420	0.04757642587
421	0.04750871032
422	0.04743779794
423	0.04733840311
424	0.04729428984
425	0.04716239879
426	0.04710746533
427	0.04699680639
428	0.04692420803
429	0.04681641632
430	0.0467676237
431	0.04665550815
432	0.04651417996
433	0.0463515349
434	0.04629901358
435	0.04623666653
436	0.04618205992
437	0.046123759
438	0.04603303091
439	0.04596050107
440	0.04582412506
441	0.04574821842
442	0.04562452271
443	0.04558309152
444	0.04554403201
445	0.04548370628
446	0.04540345077
447	0.0452843464
448	0.04520847562
449	0.04509843891
450	0.04504700295
451	0.04497045857
452	0.04494123386
453	0.04489278973
454	0.04484174638
455	0.04479917799
456	0.04472557013
457	0.04465008066
458	0.04459728035
459	0.04453771829
460	0.04444272488
461	0.04439456792
462	0.04428340252
463	0.04422121233
464	0.04417857164
465	0.04403505143
466	0.04390834126
467	0.04383953263
468	0.04381020311
469	0.04373935091
470	0.04369180454
471	0.04362987786
472	0.04358910807
473	0.04348395565
474	0.04338336653
475	0.04327349691
476	0.04319392444
477	0.04310691511
478	0.04301572918
479	0.04300448954
480	0.04289007644
481	0.0428029027
482	0.04271952757
483	0.04255852447
484	0.04246768732
485	0.042366763
486	0.0423048788
487	0.04224477073
488	0.0421226858
489	0.04205909095
490	0.04197582511
491	0.04190199346
492	0.04179001332
493	0.04173753146
494	0.04171333073
495	0.04162917397
496	0.0415818529
497	0.04144657611
498	0.04138110132
499	0.04129656736
500	0.04124588704
501	0.04119156008
502	0.04110194946
503	0.04097272585
504	0.04088738402
505	0.04078750508
506	0.04072508617
507	0.04070627632
508	0.04064269865
509	0.04053936975
510	0.04043125935
511	0.04034570329
512	0.04026690655
513	0.04020580071
514	0.04013680921
515	0.04000958734
516	0.03990694123
517	0.0398616043
518	0.03975146338
519	0.03970963735
520	0.03962874425
521	0.03949331721
522	0.0394231947
523	0.03926780528
524	0.03915939379
525	0.03909841429
526	0.03901952566
527	0.03896894741
528	0.03887453137
529	0.03881516571
530	0.03877281052
531	0.03871054374
532	0.03867191906
533	0.0385950485
534	0.0385651393
535	0.03848005708
536	0.03837052312
537	0.03830608702
538	0.03825866813
539	0.03823574431
540	0.03818108705
541	0.03808563526
542	0.03801289559
543	0.0379799432
544	0.03790462385
545	0.03784758687
546	0.03776036359
547	0.03769798938
548	0.03764252405
549	0.0375775022
550	0.03753134587
551	0.03745125272
552	0.03741085692
553	0.037401737
554	0.03738601882
555	0.03733841439
556	0.03726503977
557	0.03723132866
558	0.03707004691
559	0.03698720201
560	0.03693579772
561	0.03683701189
562	0.03677947283
563	0.03667868844
564	0.03659518972
565	0.03653375295
566	0.03644459185
567	0.03642205858
568	0.03635128557
569	0.03633796839
570	0.03624608371
571	0.03617300488
572	0.03612880213
573	0.03598408597
574	0.03592837424
575	0.03589231926
576	0.03581593384
577	0.03570053942
578	0.03561080341
579	0.03555228305
580	0.03544799103
581	0.03540081059
582	0.03536088463
583	0.03535433438
584	0.03531032748
585	0.03525742478
586	0.03518226188
587	0.03508465767
588	0.03498460456
589	0.0349142965
590	0.03484387963
591	0.03475514961
592	0.0347014838
593	0.03464837007
594	0.03455808776
595	0.03447753235
596	0.03434677114
597	0.03431416903
598	0.03424206776
599	0.03423635941
600	0.03420021741
601	0.03412385739
602	0.0340616567
603	0.03402734269
604	0.03395296679
605	0.0338831946
606	0.03381960643
607	0.03377154581
608	0.03370411406
609	0.0336674861
610	0.03357097726
611	0.0334992421
612	0.03341052098
613	0.03335787711
614	0.033292051
615	0.03318559274
616	0.03314385228
617	0.03310461469
618	0.03302712042
619	0.0329559121
620	0.03287679872
621	0.03284048464
622	0.0327597651
623	0.03272457646
624	0.03265107079
625	0.03257699788
626	0.03251485017
627	0.03246360402
628	0.03241362533
629	0.03237662808
630	0.03232993531
631	0.03228366949
632	0.03222991458
633	0.03219548103
634	0.03212935877
635	0.03206028079
636	0.03201506355
637	0.031958815
638	0.03190066236
639	0.03182077436
640	0.03177028302
641	0.03169190949
642	0.03163396443
643	0.03161361685
644	0.03160824873
645	0.0315766363
646	0.0314947205
647	0.03142549632
648	0.03134918852
649	0.03130058648
650	0.03125567565
651	0.03123068505
652	0.03118542508
653	0.0311247248
654	0.03109504645
655	0.03103853805
656	0.03094710402
657	0.03090715325
658	0.03089467884
659	0.03085400422
660	0.03076716024
661	0.03070410234
662	0.03066188089
663	0.03059554995
664	0.03047206294
665	0.03041965091
666	0.03037715614
667	0.03030615511
668	0.03024021418
669	0.03021234177
670	0.03017278718
671	0.03011605697
672	0.03005494798
673	0.03001244049
674	0.0299696297
675	0.02991075926
676	0.02989836423
677	0.02988167955
678	0.02983865033
679	0.02977995458
680	0.02970268339
681	0.02967582018
682	0.02961180202
683	0.02958013512
684	0.02953588908
685	0.02949759211
686	0.02945849506
687	0.0293977025
688	0.02934549125
689	0.02931770635
690	0.02925718967
691	0.02921248282
692	0.02913149049
693	0.02907572675
694	0.0290056327
695	0.02894401284
696	0.02889577284
697	0.028856865
698	0.02879403459
699	0.02874222727
700	0.02868955547
701	0.02862842085
702	0.02860215127
703	0.02854211395
704	0.02850653628
705	0.02846711183
706	0.02842518645
707	0.0283890594
708	0.0283656939
709	0.0283169239
710	0.02820062877
711	0.02815807183
712	0.02810324865
713	0.02806353847
714	0.02803890759
715	0.02802928819
716	0.02799005917
717	0.02793429111
718	0.02787823803
719	0.02784275468
720	0.02779436663
721	0.02774229587
722	0.02771261982
723	0.02764604565
724	0.02762567819
725	0.02762138219
726	0.02756876424
727	0.02754038578
728	0.02747590793
729	0.02741877545
730	0.02741309661
731	0.02731579906
732	0.027271848
733	0.02720552654
734	0.02715926722
735	0.02711035651
736	0.02703921485
737	0.02701026497
738	0.02696470685
739	0.02693007902
740	0.02691092265
741	0.02686682614
742	0.02684006904
743	0.02678629437
744	0.02673660166
745	0.02670059173
746	0.02667051001
747	0.02663235923
748	0.02661830889
749	0.02652925392
750	0.02651258009
751	0.02645176994
752	0.02640936196
753	0.02637094376
754	0.02633077116
755	0.02628122907
756	0.02625748901
757	0.02620015548
758	0.02615979498
759	0.02614320938
760	0.02610402665
761	0.0260607725
762	0.02598500411
763	0.0259507098
764	0.02589243818
765	0.02584370978
766	0.02580559166
767	0.02572147065
768	0.02565466948
769	0.02560620144
770	0.02554393342
771	0.02551306557
772	0.02550858601
773	0.02550411472
774	0.02545194064
775	0.02543277906
776	0.02539170259
777	0.0253874484
778	0.02534534547
779	0.02528789703
780	0.02524998332
781	0.02519332246
782	0.02515608794
783	0.02510033505
784	0.02505029471
785	0.02502244512
786	0.02500768777
787	0.02497226375
788	0.02492861371
789	0.02489832624
790	0.02485247095
791	0.02480789975
792	0.02475261582
793	0.02468214405
794	0.02463797779
795	0.02458196718
796	0.02454105132
797	0.0245122394
798	0.02446235703
799	0.02441013738
800	0.02437402754
801	0.02431137026
802	0.02430224707
803	0.02427221909
804	0.02421443095
805	0.02416814663
806	0.02411167158
807	0.02406039778
808	0.0240402485
809	0.02403712279
810	0.02401144911
811	0.02397270798
812	0.02393180959
813	0.02390112064
814	0.02386056728
815	0.0238089837
816	0.02378659305
817	0.02375170819
818	0.02371108921
819	0.02368191299
820	0.02365081609
821	0.02360004006
822	0.02355501935
823	0.02351869161
824	0.02348157946
825	0.02344076399
826	0.02343782352
827	0.02340081437
828	0.02337317227
829	0.02333996692
830	0.02333667182
831	0.02332657866
832	0.02326180487
833	0.02321875579
834	0.02318114606
835	0.02312874964
836	0.023060511
837	0.02305690427
838	0.0230178144
839	0.02298121744
840	0.02295015292
841	0.02292014352
842	0.02285253337
843	0.02279717828
844	0.02275703913
845	0.02270872783
846	0.02267735274
847	0.02265271723
848	0.02260748839
849	0.02256764959
850	0.02255014673
851	0.02248807466
852	0.02246234192
853	0.02242860264
854	0.02242591147
855	0.02242328174
856	0.02237922422
857	0.02234046713
858	0.02228298463
859	0.02224224343
860	0.02220496262
861	0.02215531813
862	0.02210649032
863	0.02208974293
864	0.02206333398
865	0.02204308333
866	0.02200561031
867	0.02196185441
868	0.02192753033
869	0.021896129
870	0.02185519558
871	0.02182248188
872	0.02180512937
873	0.0217258695
874	0.02170056972
875	0.02166309532
876	0.02163008427
877	0.02161579728
878	0.02159136725
879	0.02157545136
880	0.02155406557
881	0.0215231943
882	0.02149132684
883	0.02145409793
884	0.02142940022
885	0.02140610118
886	0.02139664386
887	0.02137111141
888	0.02134300693
889	0.02128848991
890	0.02127846197
891	0.02127647277
892	0.02126782937
893	0.02124042146
894	0.02120016655
895	0.0211668965
896	0.02112730362
897	0.02106949262
898	0.02102922195
899	0.02100852255
900	0.02098019879
901	0.02092633551
902	0.02090261256
903	0.02086683425
904	0.02082664096
905	0.02076319375
906	0.02071540641
907	0.02068942798
908	0.02065245026
909	0.02061629634
910	0.02059333548
911	0.02055899964
912	0.02053401822
913	0.02048713395
914	0.02042357974
915	0.02040339192
916	0.02038331053
917	0.02035024938
918	0.02031695706
919	0.02029034038
920	0.02024949529
921	0.0202417608
922	0.02022107183
923	0.02018846015
924	0.02018633232
925	0.02015557602
926	0.02013011147
927	0.02009961709
928	0.02009141181
929	0.02006958608
930	0.02004067743
931	0.02002031529
932	0.01999002365
933	0.0199559814
934	0.01991441207
935	0.01986029887
936	0.01980480972
937	0.01976472273
938	0.01971394708
939	0.01967510577
940	0.01965648102
941	0.01962311076
942	0.01960412742
943	0.01956332267
944	0.01952794278
945	0.0195229926
946	0.01949052975
947	0.01945841261
948	0.01940760652
949	0.0193822428
950	0.01934120891
951	0.01932116773
952	0.01928965026
953	0.01925136602
954	0.01922183209
955	0.01919220844
956	0.01918266596
957	0.01916824454
958	0.01914534937
959	0.01908989833
960	0.01904849427
961	0.01903240607
962	0.01898493258
963	0.01895835847
964	0.01893077876
965	0.01890876803
966	0.01888326182
967	0.01884864605
968	0.01882241626
969	0.01879771248
970	0.01877560265
971	0.01876916075
972	0.0187031412
973	0.01866385057
974	0.01865825828
975	0.0186274652
976	0.0185995888
977	0.01857983511
978	0.0185241108
979	0.01851778611
980	0.01850021507
981	0.0184543915
982	0.01838941987
983	0.01836657069
984	0.01835515796
985	0.01834271508
986	0.01829794989
987	0.01828202236
988	0.01824190581
989	0.01821943851
990	0.01818400481
991	0.01815462097
992	0.01812173181
993	0.0180657153
994	0.0180479977
995	0.01801423136
996	0.01800213455
997	0.01797479007
998	0.01793802007
999	0.01791620093
